household_id,PRODUCT_ID,CAMPAIGN,DESCRIPTION,START_DAY,END_DAY,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT,basket_id,week_no,day,transaction_time,store_id,campaign_coupon_discount,manuf_coupon_discount,units,amount_list,manuf_coupon_match_discount,total_coupon_discount,instore_discount,amount_paid,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,redemption_type,campaign_availed_day,discount_availed,sales_during_campaign
1609,930118,13,TypeA,504,551,2,PRODUCE,National,STONE FRUIT,CHERRIES RED,2 LB,"","","","","","","","","","","","","",45-54,A,125-149K,Homeowner,2 Adults Kids,5+,3+,no_discount,na,not_redeemed,0.0
1609,970202,13,TypeA,504,551,2,PRODUCE,National,ONIONS,ONIONS RED (BULK&BAG),20 LB,"","","","","","","","","","","","","",45-54,A,125-149K,Homeowner,2 Adults Kids,5+,3+,no_discount,na,not_redeemed,0.0
1609,1870702,13,TypeA,504,551,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB,"","","","","","","","","","","","","",45-54,A,125-149K,Homeowner,2 Adults Kids,5+,3+,no_discount,na,not_redeemed,0.0
1609,2507926,13,TypeA,504,551,69,GROCERY,Private,ICE CREAM/MILK/SHERBTS,TRADITIONAL,56 OZ,"","","","","","","","","","","","","",45-54,A,125-149K,Homeowner,2 Adults Kids,5+,3+,private_label,na,not_redeemed,0.0
1609,8204301,13,TypeA,504,551,3393,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-SHRIMP,"","","","","","","","","","","","","","",45-54,A,125-149K,Homeowner,2 Adults Kids,5+,3+,no_discount,na,not_redeemed,0.0
1609,13007772,13,TypeA,504,551,1519,GROCERY,National,YOGURT,YOGURT NOT MULTI-PACKS,6 OZ,"","","","","","","","","","","","","",45-54,A,125-149K,Homeowner,2 Adults Kids,5+,3+,no_discount,na,not_redeemed,0.0
1618,961991,13,TypeA,504,551,69,GROCERY,Private,ICE CREAM/MILK/SHERBTS,TRADITIONAL,56 OZ,"","","","","","","","","","","","","",35-44,A,75-99K,Homeowner,Single Female,2,None/Unknown,private_label,na,not_redeemed,0.0
1618,1007136,13,TypeA,504,551,2,SALAD BAR,National,SALAD BAR,SALAD BAR FRESH FRUIT,"","","","","","","","","","","","","","",35-44,A,75-99K,Homeowner,Single Female,2,None/Unknown,no_discount,na,not_redeemed,0.0
1618,1130458,13,TypeA,504,551,794,GROCERY,National,COLD CEREAL,KIDS CEREAL,12.2 OZ,"","","","","","","","","","","","","",35-44,A,75-99K,Homeowner,Single Female,2,None/Unknown,no_discount,na,not_redeemed,0.0
1618,2507926,13,TypeA,504,551,69,GROCERY,Private,ICE CREAM/MILK/SHERBTS,TRADITIONAL,56 OZ,"","","","","","","","","","","","","",35-44,A,75-99K,Homeowner,Single Female,2,None/Unknown,private_label,na,not_redeemed,0.0
1618,13007772,13,TypeA,504,551,1519,GROCERY,National,YOGURT,YOGURT NOT MULTI-PACKS,6 OZ,"","","","","","","","","","","","","",35-44,A,75-99K,Homeowner,Single Female,2,None/Unknown,no_discount,na,not_redeemed,0.0
1631,848071,13,TypeA,504,551,2,PRODUCE,National,HERBS,HERBS CILANTO,12 CT,"","","","","","","","","","","","","",19-24,B,Under 15K,Renter,1 Adult Kids,4,3+,no_discount,na,not_redeemed,0.0
1631,928092,13,TypeA,504,551,69,GROCERY,Private,YOGURT,YOGURT NOT MULTI-PACKS,32 OZ,"","","","","","","","","","","","","",19-24,B,Under 15K,Renter,1 Adult Kids,4,3+,private_label,na,not_redeemed,0.0
1631,937292,13,TypeA,504,551,1548,MEAT-PCKGD,National,BACON,ECONOMY,16 OZ,"","","","","","","","","","","","","",19-24,B,Under 15K,Renter,1 Adult Kids,4,3+,no_discount,na,not_redeemed,0.0
1631,1043301,13,TypeA,504,551,2,PRODUCE,National,ONIONS,ONIONS WHITE (BULK&BAG),50 LB,"","","","","","","","","","","","","",19-24,B,Under 15K,Renter,1 Adult Kids,4,3+,no_discount,na,not_redeemed,0.0
1631,9365567,13,TypeA,504,551,3948,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-MISC,"","","","","","","","","","","","","","",19-24,B,Under 15K,Renter,1 Adult Kids,4,3+,no_discount,na,not_redeemed,0.0
1631,13189909,13,TypeA,504,551,5061,DRUG GM,National,HAND/BODY/FACIAL PRODUCTS,HAND AND BODY LOTIONS,10 OZ,"","","","","","","","","","","","","",19-24,B,Under 15K,Renter,1 Adult Kids,4,3+,no_discount,na,not_redeemed,0.0
1633,914155,13,TypeA,504,551,2872,MEAT,National,BEEF,CHOICE BEEF,"","","","","","","","","","","","","","",45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
1633,2644977,13,TypeA,504,551,69,GROCERY,Private,FD WRAPS/BAGS/TRSH BG,SANDWICH BAGS,100 CT,"","","","","","","","","","","","","",45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,private_label,na,not_redeemed,0.0
1648,964342,13,TypeA,504,551,317,GROCERY,National,CHEESE,NON-IWS SINGLE CHEESE,8OZ,"","","","","","","","","","","","","",35-44,U,15-24K,Probable Renter,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1648,1003616,13,TypeA,504,551,1194,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,64 OZ,"","","","","","","","","","","","","",35-44,U,15-24K,Probable Renter,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1648,1131500,13,TypeA,504,551,69,GROCERY,Private,FRZN NOVELTIES/WTR ICE,WATER ICE,16 CT,"","","","","","","","","","","","","",35-44,U,15-24K,Probable Renter,Single Female,1,None/Unknown,private_label,na,not_redeemed,0.0
1648,10255141,13,TypeA,504,551,857,DRUG GM,National,CANDY - PACKAGED,CANDY BAGS-CHOCOCLATE,19.6 OZ,"","","","","","","","","","","","","",35-44,U,15-24K,Probable Renter,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1653,872729,13,TypeA,504,551,759,GROCERY,National,YOGURT,YOGURT NOT MULTI-PACKS,6 OZ,"","","","","","","","","","","","","",35-44,B,Under 15K,Homeowner,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1653,905996,13,TypeA,504,551,908,GROCERY,National,MISC. DAIRY,REFRIGERATED MEXICAN PRODUCTS,8.5 OZ,"","","","","","","","","","","","","",35-44,B,Under 15K,Homeowner,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1662,827683,13,TypeA,504,551,69,GROCERY,Private,ICE CREAM/MILK/SHERBTS,TRADITIONAL,56 OZ,"","","","","","","","","","","","","",35-44,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,private_label,na,not_redeemed,0.0
1662,844179,13,TypeA,504,551,2852,MEAT,National,BEEF,PRIMAL,"","","","","","","","","","","","","","",35-44,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
1662,865456,13,TypeA,504,551,317,GROCERY,National,CHEESE,LOAF CHEESE,L     2 LB,"","","","","","","","","","","","","",35-44,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
1662,1083740,13,TypeA,504,551,177,DRUG GM,National,BABY FOODS,BABY JUICES,4 OZ,"","","","","","","","","","","","","",35-44,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
1662,1093571,13,TypeA,504,551,612,NUTRITION,National,DRIED FRUIT,DRIED FRUIT - OTHER,6 OZ,"","","","","","","","","","","","","",35-44,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
1662,1114597,13,TypeA,504,551,1232,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,64 OZ,"","","","","","","","","","","","","",35-44,U,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
1676,837864,13,TypeA,504,551,2504,NUTRITION,Private,DRIED FRUIT,DRIED FRUIT - OTHER,1 LB,"","","","","","","","","","","","","",35-44,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown,private_label,na,not_redeemed,0.0
1676,957951,13,TypeA,504,551,2,GROCERY,National,FRZN ICE,ICE - CRUSHED/CUBED,22 LB,"","","","","","","","","","","","","",35-44,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
1676,999779,13,TypeA,504,551,69,MEAT,Private,BEEF,LEAN,3 LB,"","","","","","","","","","","","","",35-44,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown,private_label,na,not_redeemed,0.0
1676,1005898,13,TypeA,504,551,5545,PRODUCE,National,BERRIES,BLACKBERRIES,6 OZ,"","","","","","","","","","","","","",35-44,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
1676,1043494,13,TypeA,504,551,1039,GROCERY,National,FROZEN PIZZA,SNACKS/APPETIZERS,"","","","","","","","","","","","","","",35-44,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
1677,833310,13,TypeA,504,551,770,MEAT-PCKGD,National,MEAT - MISC,SPICES/SEASONING,2.5OZ,"","","","","","","","","","","","","",45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
1677,1045779,13,TypeA,504,551,3016,MEAT,National,PORK,RIBS - COUNTRY/WESTERN STYLE,"","","","","","","","","","","","","","",45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
1678,88350,13,TypeA,504,551,1094,MEAT-PCKGD,National,HOT DOGS,PREMIUM - MEAT,1 LB,"","","","","","","","","","","","","",45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1678,1036658,13,TypeA,504,551,1156,DRUG GM,National,DEODORANTS,ANTIPERSPIRANTS ONLY (ALL OTHE,4 OZ,"","","","","","","","","","","","","",45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1678,12524001,13,TypeA,504,551,2193,GROCERY,National,ICE CREAM/MILK/SHERBTS,PREMIUM PINTS,16 OZ,"","","","","","","","","","","","","",45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1689,822407,13,TypeA,504,551,1377,GROCERY,National,MEAT - SHELF STABLE,PASTA: CANNED,15 OZ,"","","","","","","","","","","","","",45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
1689,905996,13,TypeA,504,551,908,GROCERY,National,MISC. DAIRY,REFRIGERATED MEXICAN PRODUCTS,8.5 OZ,"","","","","","","","","","","","","",45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
1689,994664,13,TypeA,504,551,5155,GROCERY,National,FROZEN PIE/DESSERTS,FROZEN CREAM PIES,38 OZ,"","","","","","","","","","","","","",45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
1689,1129576,13,TypeA,504,551,69,GROCERY,Private,CHEESE,SHREDDED CHEESE,8 OZ,"","","","","","","","","","","","","",45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,private_label,na,not_redeemed,0.0
1689,9677306,13,TypeA,504,551,869,GROCERY,National,SALD DRSNG/SNDWCH SPRD,POURABLE SALAD DRESSINGS,16 OZ,"","","","","","","","","","","","","",45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
1692,841459,13,TypeA,504,551,624,DRUG GM,National,VITAMINS,VITAMIN - MULTIPLE COMBIN,"","","","","","","","","","","","","","",35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
1692,891954,13,TypeA,504,551,2,PRODUCE,National,STONE FRUIT,PEACHES YELLOW FLESH,"","","","","","","","","","","","","","",35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
1692,981962,13,TypeA,504,551,896,SEAFOOD-PCKGD,National,SEAFOOD - MISC,SEAFOOD-MISC-BREADERS/BTR MIX,10 OZ,"","","","","","","","","","","","","",35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
1692,1047999,13,TypeA,504,551,6056,FLORAL,National,FLORAL-FLOWERING PLANTS,PLATINUM ANNUALS (OUTDOOR),8 IN POT,"","","","","","","","","","","","","",35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
1692,1127500,13,TypeA,504,551,5031,DRUG GM,National,ORAL HYGIENE PRODUCTS,MOUTHWASH RINSES AND SPRAYS,"","","","","","","","","","","","","","",35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
1692,6463729,13,TypeA,504,551,69,GROCERY,Private,ICE CREAM/MILK/SHERBTS,PREMIUM,56 OZ,"","","","","","","","","","","","","",35-44,U,50-74K,Unknown,Unknown,1,None/Unknown,private_label,na,not_redeemed,0.0
1693,919766,13,TypeA,504,551,673,FLORAL,National,ROSES,ROSE CONSUMER BUNCH,12 STEM,"","","","","","","","","","","","","",25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
1693,928749,13,TypeA,504,551,955,GROCERY,National,ICE CREAM/MILK/SHERBTS,PREMIUM,48 OZ,"","","","","","","","","","","","","",25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
1693,1106301,13,TypeA,504,551,69,MEAT,Private,BEEF,LEAN,1 LB,"","","","","","","","","","","","","",25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,private_label,na,not_redeemed,0.0
1694,12301073,13,TypeA,504,551,4009,MEAT,National,BEEF,PRIMAL,"","","","","","","","","","","","","","",35-44,U,15-24K,Probable Renter,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1695,823704,13,TypeA,504,551,2082,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ,"","","","","","","","","","","","","",35-44,U,25-34K,Homeowner,Single Male,1,None/Unknown,no_discount,na,not_redeemed,0.0
1695,863802,13,TypeA,504,551,103,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,20 OZ,"","","","","","","","","","","","","",35-44,U,25-34K,Homeowner,Single Male,1,None/Unknown,no_discount,na,not_redeemed,0.0
1695,902094,13,TypeA,504,551,2924,MEAT,National,BEEF,CHOICE BEEF,"","","","","","","","","","","","","","",35-44,U,25-34K,Homeowner,Single Male,1,None/Unknown,no_discount,na,not_redeemed,0.0
1695,940726,13,TypeA,504,551,69,MEAT-PCKGD,Private,LUNCHMEAT,MISCELLANEOUS,1 LB,"","","","","","","","","","","","","",35-44,U,25-34K,Homeowner,Single Male,1,None/Unknown,private_label,na,not_redeemed,0.0
1695,1034767,13,TypeA,504,551,1543,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE FRUIT DRINKS (NO JU,PINT,"","","","","","","","","","","","","",35-44,U,25-34K,Homeowner,Single Male,1,None/Unknown,no_discount,na,not_redeemed,0.0
1696,962185,13,TypeA,504,551,69,MEAT-PCKGD,Private,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,12 OZ,"","","","","","","","","","","","","",45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,private_label,na,not_redeemed,0.0
1696,1037417,13,TypeA,504,551,1722,GROCERY,National,FROZEN PIZZA,PIZZA/TRADITIONAL,21.4 OZ,"","","","","","","","","","","","","",45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
1696,5995597,13,TypeA,504,551,759,GROCERY,National,YOGURT,YOGURT NOT MULTI-PACKS,10 OZ,"","","","","","","","","","","","","",45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
1696,10149964,13,TypeA,504,551,1530,GROCERY,National,ICE CREAM/MILK/SHERBTS,QUARTS,32 OZ,"","","","","","","","","","","","","",45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
1707,915545,13,TypeA,504,551,857,DRUG GM,National,CANDY - PACKAGED,CANDY BAGS-CHOCOCLATE,14 OZ,"","","","","","","","","","","","","",35-44,B,25-34K,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1707,962274,13,TypeA,504,551,2,PRODUCE,National,TROPICAL FRUIT,MANGO,12 CT,"","","","","","","","","","","","","",35-44,B,25-34K,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1707,1024306,13,TypeA,504,551,2,PRODUCE,National,MELONS,CANTALOUPE WHOLE,"","","","","","","","","","","","","","",35-44,B,25-34K,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1707,1057102,13,TypeA,504,551,5545,PRODUCE,National,BERRIES,RASPBERRIES,6 OZ,"","","","","","","","","","","","","",35-44,B,25-34K,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1708,265815,13,TypeA,504,551,1487,GROCERY,National,FLUID MILK PRODUCTS,MISCELLANEOUS MILK,64 OZ,"","","","","","","","","","","","","",45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1708,859075,13,TypeA,504,551,69,GROCERY,Private,CHEESE,SHREDDED CHEESE,8 OZ,"","","","","","","","","","","","","",45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,private_label,na,not_redeemed,0.0
1708,895295,13,TypeA,504,551,2209,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,1 LB,"","","","","","","","","","","","","",45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1708,896085,13,TypeA,504,551,69,GROCERY,Private,MILK BY-PRODUCTS,COTTAGE CHEESE,24 OZ,"","","","","","","","","","","","","",45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,private_label,na,not_redeemed,0.0
1708,1045228,13,TypeA,504,551,2,PRODUCE,National,PEARS,PEARS BOSC,"","","","","","","","","","","","","","",45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1708,1100658,13,TypeA,504,551,1425,MEAT-PCKGD,National,HOT DOGS,ECONOMY - MEAT,16 OZ,"","","","","","","","","","","","","",45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1708,1106301,13,TypeA,504,551,69,MEAT,Private,BEEF,LEAN,1 LB,"","","","","","","","","","","","","",45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,private_label,na,not_redeemed,0.0
1708,1135971,13,TypeA,504,551,194,GROCERY,National,COLD CEREAL,ADULT CEREAL,17.1 OZ,"","","","","","","","","","","","","",45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1709,886125,13,TypeA,504,551,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,2.5 OZ,"","","","","","","","","","","","","",25-34,A,35-49K,Unknown,2 Adults Kids,3,1,private_label,na,not_redeemed,0.0
1709,898980,13,TypeA,504,551,69,GROCERY,Private,MARGARINES,MARGARINE  STICK,16 OZ,"","","","","","","","","","","","","",25-34,A,35-49K,Unknown,2 Adults Kids,3,1,private_label,na,not_redeemed,0.0
1709,937791,13,TypeA,504,551,1071,GROCERY,National,FROZEN PIZZA,SANDWICHES&HANDHELDS,9 OZ,"","","","","","","","","","","","","",25-34,A,35-49K,Unknown,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
1709,952394,13,TypeA,504,551,673,FLORAL,National,FLORAL-FRESH CUT,PREMIUM 16-24 STEMS,LARGE,"","","","","","","","","","","","","",25-34,A,35-49K,Unknown,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
1709,1010164,13,TypeA,504,551,69,GROCERY,Private,FLUID MILK PRODUCTS,BUTTERMILK,"","","","","","","","","","","","","","",25-34,A,35-49K,Unknown,2 Adults Kids,3,1,private_label,na,not_redeemed,0.0
1709,13907063,13,TypeA,504,551,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,15.6 OZ,"","","","","","","","","","","","","",25-34,A,35-49K,Unknown,2 Adults Kids,3,1,no_discount,na,not_redeemed,0.0
1710,1100658,13,TypeA,504,551,1425,MEAT-PCKGD,National,HOT DOGS,ECONOMY - MEAT,16 OZ,"","","","","","","","","","","","","",35-44,A,150-174K,Homeowner,Single Male,2,None/Unknown,no_discount,na,not_redeemed,0.0
1710,5593053,13,TypeA,504,551,69,FLORAL,Private,ROSES,ROSE CONSUMER BUNCH,7 STEM,"","","","","","","","","","","","","",35-44,A,150-174K,Homeowner,Single Male,2,None/Unknown,private_label,na,not_redeemed,0.0
1720,944836,13,TypeA,504,551,5154,MEAT,National,BEEF,ANGUS,1 LB,"","","","","","","","","","","","","",45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
1720,1104375,13,TypeA,504,551,626,DRUG GM,National,DEODORANTS,SOLID/STK DEODORANTS,"","","","","","","","","","","","","","",45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
1720,5995597,13,TypeA,504,551,759,GROCERY,National,YOGURT,YOGURT NOT MULTI-PACKS,10 OZ,"","","","","","","","","","","","","",45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,no_discount,na,not_redeemed,0.0
1722,945652,13,TypeA,504,551,1005,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,64 OZ,"","","","","","","","","","","","","",45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
1722,5585639,13,TypeA,504,551,69,GROCERY,Private,YOGURT,YOGURT NOT MULTI-PACKS,6 OZ,"","","","","","","","","","","","","",45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,private_label,na,not_redeemed,0.0
1722,10311467,13,TypeA,504,551,1937,DRUG GM,National,HAIR CARE ACCESSORIES,HAIR COMBS AND BRUSHES,"","","","","","","","","","","","","","",45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,no_discount,na,not_redeemed,0.0
1726,265815,13,TypeA,504,551,1487,GROCERY,National,FLUID MILK PRODUCTS,MISCELLANEOUS MILK,64 OZ,"","","","","","","","","","","","","",55-64,U,75-99K,Homeowner,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1726,870515,13,TypeA,504,551,2,PRODUCE,National,ONIONS,ONIONS RED (BULK&BAG),40 LB,"","","","","","","","","","","","","",55-64,U,75-99K,Homeowner,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1726,887301,13,TypeA,504,551,2722,FLORAL,National,FLORAL BALLOONS,BOUQUET (NON ROSE) ALL OTYHER,14 IN,"","","","","","","","","","","","","",55-64,U,75-99K,Homeowner,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1726,966684,13,TypeA,504,551,103,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,24/16.9 OZ,"","","","","","","","","","","","","",55-64,U,75-99K,Homeowner,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1726,981962,13,TypeA,504,551,896,SEAFOOD-PCKGD,National,SEAFOOD - MISC,SEAFOOD-MISC-BREADERS/BTR MIX,10 OZ,"","","","","","","","","","","","","",55-64,U,75-99K,Homeowner,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1726,1018471,13,TypeA,504,551,165,GROCERY,National,FRZN VEGETABLE/VEG DSH,FRZN BAGGED VEGETABLES - PLAIN,16 OZ,"","","","","","","","","","","","","",55-64,U,75-99K,Homeowner,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1726,1044300,13,TypeA,504,551,1543,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE FRUIT DRINKS (NO JU,PINT,"","","","","","","","","","","","","",55-64,U,75-99K,Homeowner,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1726,1109136,13,TypeA,504,551,764,GROCERY,National,DISHWASH DETERGENTS,AUTOMATIC DISHWASHER DETERGENT,75 OZ,"","","","","","","","","","","","","",55-64,U,75-99K,Homeowner,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1726,5995597,13,TypeA,504,551,759,GROCERY,National,YOGURT,YOGURT NOT MULTI-PACKS,10 OZ,"","","","","","","","","","","","","",55-64,U,75-99K,Homeowner,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1740,873178,13,TypeA,504,551,2143,GROCERY,National,DRY NOODLES/PASTA,SPAGHETTI DRY,16 OZ,"","","","","","","","","","","","","",19-24,U,250K+,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1740,1003600,13,TypeA,504,551,2,PRODUCE,National,POTATOES,POTATOES RUSSET (BULK&BAG),60 CT,"","","","","","","","","","","","","",19-24,U,250K+,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1740,1026118,13,TypeA,504,551,2,PRODUCE,National,TOMATOES,ROMA TOMATOES (BULK/PKG),25 LB,"","","","","","","","","","","","","",19-24,U,250K+,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1740,1056509,13,TypeA,504,551,69,GROCERY,Private,MILK BY-PRODUCTS,COTTAGE CHEESE,24 OZ,"","","","","","","","","","","","","",19-24,U,250K+,Unknown,Single Female,1,None/Unknown,private_label,na,not_redeemed,0.0
1740,1068708,13,TypeA,504,551,194,GROCERY,National,DRY BN/VEG/POTATO/RICE,POTATOES: DRY,5.25 OZ,"","","","","","","","","","","","","",19-24,U,250K+,Unknown,Single Female,1,None/Unknown,no_discount,na,not_redeemed,0.0
1745,822407,13,TypeA,504,551,1377,GROCERY,National,MEAT - SHELF STABLE,PASTA: CANNED,15 OZ,"","","","","","","","","","","","","",45-54,A,Under 15K,Unknown,Single Male,2,None/Unknown,no_discount,na,not_redeemed,0.0
1745,878996,13,TypeA,504,551,2,PRODUCE,National,GRAPES,GRAPES RED,18 LB,"","","","","","","","","","","","","",45-54,A,Under 15K,Unknown,Single Male,2,None/Unknown,no_discount,na,not_redeemed,0.0
1745,1050968,13,TypeA,504,551,69,GROCERY,Private,ICE CREAM/MILK/SHERBTS,TRADITIONAL,56 OZ,"","","","","","","","","","","","","",45-54,A,Under 15K,Unknown,Single Male,2,None/Unknown,private_label,na,not_redeemed,0.0
1745,1082185,13,TypeA,504,551,2,PRODUCE,National,TROPICAL FRUIT,BANANAS,40 LB,"","","","","","","","","","","","","",45-54,A,Under 15K,Unknown,Single Male,2,None/Unknown,no_discount,na,not_redeemed,0.0
1749,873527,13,TypeA,504,551,1487,GROCERY,National,YOGURT,YOGURT NOT MULTI-PACKS,6 OZ,"","","","","","","","","","","","","",55-64,B,35-49K,Homeowner,Single Male,1,None/Unknown,no_discount,na,not_redeemed,0.0
1749,918846,13,TypeA,504,551,2,PRODUCE,National,GRAPES,GRAPES WHITE,18 LB,"","","","","","","","","","","","","",55-64,B,35-49K,Homeowner,Single Male,1,None/Unknown,no_discount,na,not_redeemed,0.0
